Facility_Name,City,ZIP_Code,County_Code,County_Name,Type,Category,longitude,latitude,x,y
SONRISAS COMMUNITY DENTAL CLINIC,Half Moon Bay,94019,81,San Mateo,Clinic,Community Clinic,-122.42944,37.46807,-13628781.46,4504551.392
"COASTSIDE FAMILY MEDICAL CLINIC, INC.",Half Moon Bay,94019,81,San Mateo,Clinic,Community Clinic,-122.4338093,37.46500778,-13629267.84,4504121.909
RAVENSWOOD FAMILY HEALTH CENTER,East Palo Alto,94303,81,San Mateo,Clinic,Community Clinic,-122.13519,37.47164,-13596025.7,4505052.112
FIRST RESORT,Redwood City,94063,81,San Mateo,Clinic,Community Clinic,-122.23413,37.48854,-13607039.65,4507422.807
SAMARITAN HOUSE FREE CLINIC,San Mateo,94403,81,San Mateo,Clinic,Free Clinic,-122.29335,37.53258,-13613631.99,4513603.16
RAVENSWOOD MOBILE HEALTH CLINIC,Palo Alto,94303,81,San Mateo,Clinic,Community Clinic,-122.135732,37.471196,-13596086.04,4504989.836
RAVENSWOOD FAMILY HEALTH CENTER AT BELLE HAVEN,Menlo Park,94025,81,San Mateo,Clinic,Community Clinic,-122.1677,37.47887,-13599644.7,4506066.255
SAMARITAN HOUSE FREE CLINIC OF REDWOOD CITY,Redwood City,94063,81,San Mateo,Clinic,Free Clinic,-122.20726,37.4688,-13604048.5,4504653.777
CHINESE HOSPITAL DALY CITY HEALTH SERVICES,Daly City,94015,81,San Mateo,Clinic,Community Clinic,-122.48813,37.682973,-13635314.79,4534736.128
COMMUNITY HEALTH CENTERS ARBOR,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.4135154,34.9524769,-13404369.82,4157424.159
RAVENSWOOD FAMILY DENTISTRY,Palo Alto,94303,81,San Mateo,Clinic,Community Clinic,-122.134584,37.4719366,-13595958.24,4505093.714
NORTH EAST MEDICAL SERVICES - EASTMOOR,Daly City,94015,81,San Mateo,Clinic,Community Clinic,-122.478062,37.6846442,-13634194.03,4534971.203
PLANNED PARENTHOOD - SAN MATEO - BAYWOOD,San Mateo,94402,81,San Mateo,Clinic,Community Clinic,-122.328693,37.5645669,-13617566.35,4518094.33
"PLANNED PARENTHOOD MAR MONTE, INC.- REDWOOD CITY HEALTH CENT",Redwood City,94061,81,San Mateo,Clinic,Community Clinic,-122.2115,37.4691,-13604520.49,4504695.854
GARDNER PACKARD CHILDREN'S HEALTH CENTER,Atherton,94027,81,San Mateo,Clinic,Community Clinic,-122.2071,37.4659,-13604030.69,4504247.041
RAVENSWOOD FAMILY HEALTH CENTER,East Palo Alto,94303,81,San Mateo,Clinic,Community Clinic,-122.13241,37.47279,-13595716.23,4505213.414
"PLANNED PARENTHOOD MAR MONTE, INC.  SAN MATEO HEALTH CENTER",San Mateo,94402,81,San Mateo,Clinic,Community Clinic,-122.32908,37.56467,-13617609.43,4518108.809
DEVEREUX FOUNDATION COMMUNITY CLINIC,Goleta,93117,83,Santa Barbara,Clinic,Community Clinic,-119.87639,34.41105,-13344577.31,4084129.798
ISLA VISTA NEIGHBORHOOD CLINIC,Goleta,93117,83,Santa Barbara,Clinic,Community Clinic,-119.85701,34.41168,-13342419.94,4084214.805
MARIAN COMMUNITY CLINICS - GUADALUPE,Guadalupe,93434,83,Santa Barbara,Clinic,Community Clinic,-120.57764,34.95761,-13422640.08,4158121.345
WESTSIDE NEIGHBORHOOD CLINIC,Santa Barbara,93101,83,Santa Barbara,Clinic,Community Clinic,-119.71586,34.4191,-13326707.19,4085216.051
"PLANNED PARENTHOOD OF SANTA BARBARA COUNTY, INC.",Santa Barbara,93101,83,Santa Barbara,Clinic,Community Clinic,-119.69275,34.42051,-13324134.6,4085406.325
EASTSIDE NEIGHBORHOOD CLINIC,Santa Barbara,93103,83,Santa Barbara,Clinic,Community Clinic,-119.69091,34.43036,-13323929.77,4086735.633
PLANNED PARENTHOOD OF SANTA MARIA,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.4307093,34.95461227,-13406283.84,4157714.182
"COMMUNITY HEALTH CENTERS, SANTA MARIA",Santa Maria,93455,83,Santa Barbara,Clinic,Community Clinic,-120.43386,34.909,-13406634.57,4151520.815
CANCER CENTER OF SANTA BARBARA,Santa Barbara,93105,83,Santa Barbara,Clinic,Community Clinic,-119.722232,34.430509,-13327416.52,4086755.743
MARIAN COMMUNITY CLINICS-SANTA MARIA,Santa Maria,93458,83,Santa Barbara,Clinic,Community Clinic,-120.43679,34.96327,-13406960.74,4158890.143
AMERICAN INDIAN HEALTH & SERVICES,Santa Barbara,93110,83,Santa Barbara,Clinic,Community Clinic,-119.7612464,34.4397322,-13331759.59,4088000.606
"COMMUNITY HEALTH CENTERS, SANTA MARIA HIGH SCHOOL",Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.43602,34.94302,-13406875.02,4156139.824
"COMMUNITY HEALTH CENTERS, GUADALUPE",Guadalupe,93434,83,Santa Barbara,Clinic,Community Clinic,-120.5715043,34.97149419,-13421957.06,4160007.334
"COMMUNITY HEALTH CENTERS, LOMPOC",Lompoc,93436,83,Santa Barbara,Clinic,Community Clinic,-120.455466,34.639579,-13409039.74,4115007.95
COMMUNITY HEALTH CENTERS SANTA MARIA II,Santa Maria,93458,83,Santa Barbara,Clinic,Community Clinic,-120.437478,34.955537,-13407037.32,4157839.781
"LIFE NETWORK, INC. DBA NETWORK MEDICAL",Santa Barbara,93111,83,Santa Barbara,Clinic,Free Clinic,-119.80913,34.43551,-13337089.96,4087430.715
COMMUNITY HEALTH CENTERS - SANTA MARIA III,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.43158,34.93661,-13406380.76,4155269.37
COMMUNITY HEALTH CENTERS LOMPOC,Lompoc,93436,83,Santa Barbara,Clinic,Community Clinic,-120.46161,34.66086,-13409723.69,4117887.697
COMMUNITY HEALTH CENTERS BROADWAY,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.43571,34.95444,-13406840.51,4157690.785
COASTAL VALLEY HEALTH CENTER,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.4102,34.95283,-13404000.75,4157472.116
GOLETA NEIGHBORHOOD CLINIC,Goleta,93111,83,Santa Barbara,Clinic,Community Clinic,-119.80925,34.43374,-13337103.32,4087191.819
FAMILY MEDICINE CENTER,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.4132187,34.9520362,-13404336.79,4157364.304
"PERINATAL, OBSTETRICS AND GYNECOLOGY HEALTH CENTER",Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.41206,34.95273,-13404207.81,4157458.534
MISSION HOPE BREAST CENTER,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.4151551,34.9520595,-13404552.35,4157367.469
COMMUNITY HEALTH CENTERS - NEW CUYAMA,New Cuyama,93254,83,Santa Barbara,Clinic,Community Clinic,-119.6835,34.94638,-13323104.89,4156596.12
CENTER FOR WOMEN'S HEALTH,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.41208,34.95175,-13404210.03,4157325.434
WALK-IN CARE & FAMILY CARE,Lompoc,93436,83,Santa Barbara,Clinic,Community Clinic,-120.46007,34.66083,-13409552.26,4117883.636
COMMUNITY HEALTH CENTERS SANTA MARIA II,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.43561,34.97349,-13406829.38,4160278.464
GYNECOLOGY HEALTH CENTER,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.4121,34.95128,-13404212.26,4157261.6
ORTHOPEDIC AND SURGICAL HEALTH CENTER,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.42982,34.93736,-13406184.84,4155371.214
CHC PALISADE WOMEN'S HEALTH,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.41208,34.95175,-13404210.03,4157325.434
GOLETA NEIGHBORHOOD DENTAL CLINIC,Goleta,93117,83,Santa Barbara,Clinic,Community Clinic,-119.82227,34.43621,-13338552.7,4087525.196
WEIGHT LOSS SURGERY INSTITUTE OF THE CENTRAL COAST,Santa Maria,93454,83,Santa Barbara,Clinic,Community Clinic,-120.41476,34.95025,-13404508.37,4157121.712
COMMUNITY HEALTH CENTERS DEL VALLE,Santa Maria,93458,83,Santa Barbara,Clinic,Community Clinic,-120.45373,34.94924,-13408846.49,4156984.541
ORCUTT WALK-IN HEALTH CENTER,Santa Maria,93455,83,Santa Barbara,Clinic,Community Clinic,-120.41853,34.865,-13404928.04,4145549.626
ALVISO HEALTH CENTER,Alviso,95002,85,Santa Clara,Clinic,Community Clinic,-121.97605,37.42459,-13578310.32,4498454.865
MAR MONTE COMMUNITY CLINIC - SAN JOSE - ALVIN,San Jose,95121,85,Santa Clara,Clinic,Community Clinic,-121.82685,37.31946,-13561701.46,4483728.732
PLANNED PARENTHOOD - SUNNYVALE - EVELYN,Sunnyvale,94086,85,Santa Clara,Clinic,Community Clinic,-122.0206,37.37328,-13583269.6,4491265.016
GARDNER HEALTH CENTER,San Jose,95112,85,Santa Clara,Clinic,Community Clinic,-121.87773,37.32592,-13567365.39,4484633.025
MAYVIEW COMMUNITY HEALTH CENTER-MV,Mountain View,94043,85,Santa Clara,Clinic,Community Clinic,-122.077666,37.396087,-13589622.16,4494460.256
PLANNED PARENTHOOD - MOUNTAIN VIEW,Mountain View,94040,85,Santa Clara,Clinic,Community Clinic,-122.1100298,37.40609695,-13593224.88,4495862.948
PLANNED PARENTHOOD - SAN JOSE - THE ALAMEDA,San Jose,95126,85,Santa Clara,Clinic,Community Clinic,-121.91905,37.33727,-13571965.11,4486222.026
FAMILY AND CHILDREN SERVICES,San Jose,95126,85,Santa Clara,Clinic,Community Clinic,-121.90853,37.33348,-13570794.03,4485691.399
INDIAN HEALTH CENTER OF SANTA CLARA VALLEY,San Jose,95125,85,Santa Clara,Clinic,Community Clinic,-121.91365,37.30175,-13571363.99,4481250.026
PLANNED PARENTHOOD - SAN JOSE - THORNWOOD,San Jose,95123,85,Santa Clara,Clinic,Community Clinic,-121.86085,37.2534,-13565486.32,4474485.886
MAYVIEW COMMUNITY HEALTH CENTER - PA,Palo Alto,94306,85,Santa Clara,Clinic,Community Clinic,-122.14159,37.42697,-13596738.15,4498788.485
PLANNED PARENTHOOD - GILROY,Gilroy,95020,85,Santa Clara,Clinic,Community Clinic,-121.5867595,37.01220715,-13534974.71,4440807.749
ASIAN AMERICANS FOR COMM INVOLVEMENT SANTA CLARA,San Jose,95128,85,Santa Clara,Clinic,Community Clinic,-121.9371,37.31608,-13573974.43,4483255.62
COMPRECARE HEALTH CENTER,San Jose,95127,85,Santa Clara,Clinic,Community Clinic,-121.82905,37.36524,-13561946.36,4490138.85
PLANNED PARENTHOOD - SAN JOSE - ALUM ROCK,San Jose,95127,85,Santa Clara,Clinic,Community Clinic,-121.82756,37.3662,-13561780.49,4490273.311
ST. JAMES HEALTH CENTER,San Jose,95112,85,Santa Clara,Clinic,Community Clinic,-121.89266,37.34114,-13569027.39,4486763.88
VISTA CENTER FOR THE BLIND AND VISUALLY IMPAIRED,Palo Alto,94306,85,Santa Clara,Clinic,Community Clinic,-122.14519,37.4246,-13597138.9,4498456.268
ROTACARE FREE CLINIC OF MOUNTAIN VIEW,Mountain View,94040,85,Santa Clara,Clinic,Free Clinic,-122.07797,37.36959,-13589656,4490748.143
FRANKLIN MCKINLEY SCHOOL DISTRICT DENTAL CLINIC,San Jose,95112,85,Santa Clara,Clinic,Community Clinic,-121.84869,37.31435,-13564132.67,4483013.472
INDEPENDENCE HIGH SCHOOL HEALTH CLINIC,San Jose,95133,85,Santa Clara,Clinic,Community Clinic,-121.85959,37.36782,-13565346.06,4490500.218
SCHOOL HEALTH CENTER AT SAN JOSE ACADEMY HIGH,San Jose,95116,85,Santa Clara,Clinic,Community Clinic,-121.87123,37.35044,-13566641.82,4488066.126
OVERFELT HIGH SCHOOL HEALTH CLINIC,San Jose,95122,85,Santa Clara,Clinic,Community Clinic,-121.8297,37.32972,-13562018.72,4485164.998
SJSU SCHOOL OF NURSING NEIGHBORHOOD CLINIC I,San Jose,95112,85,Santa Clara,Clinic,Community Clinic,-121.88511,37.33633,-13568186.93,4486090.416
VALLEY VILLAGE PRIMARY CARE CLINIC,Santa Clara,95050,85,Santa Clara,Clinic,Community Clinic,-121.95027,37.33212,-13575440.51,4485500.996
"SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC, INC.",San Jose,95122,85,Santa Clara,Clinic,Community Clinic,-121.830821,37.348028,-13562143.51,4487728.366
YERBA BUENA HIGH SCHOOL HEALTH CLINIC,San Jose,95122,85,Santa Clara,Clinic,Community Clinic,-121.84765,37.32004,-13564016.9,4483809.92
ANDREW HILL HIGH SCHOOL HEALTH CLINIC,San Jose,95111,85,Santa Clara,Clinic,Community Clinic,-121.831928,37.29226,-13562266.74,4479922.036
WASHINGTON NEIGHBORHOOD HEALTH CLINIC,San Jose,95110,85,Santa Clara,Clinic,Community Clinic,-121.88176,37.32173,-13567814.01,4484046.486
COMMUNITY PREGNANCY CENTERS OF SANTA CLARA COUNTY,Mountain View,94040,85,Santa Clara,Clinic,Community Clinic,-122.1057,37.4022,-13592742.89,4495316.847
GARDNER SOUTH COUNTY HEALTH CENTER,Gilroy,95020,85,Santa Clara,Clinic,Community Clinic,-121.57703,37.00426,-13533891.63,4439699.899
"PRASAD DENTAL PROGRAMS, INC.",San Jose,95127,85,Santa Clara,Clinic,Community Clinic,-121.81911,37.35628,-13560839.84,4488883.962
CHILDREN'S DENTAL INITIATIVE MOBILE DENTAL CLINIC,San Jose,95125,85,Santa Clara,Clinic,Community Clinic,-121.922379,37.294537,-13572335.7,4480240.655
FRANKLIN MCKINLEY DISTRICT CLINIC,San Jose,95112,85,Santa Clara,Clinic,Community Clinic,-121.84941,37.31392,-13564212.82,4482953.286
SAN JOSE HIGH NEIGHBORHOOD CLINIC,San Jose,95116,85,Santa Clara,Clinic,Community Clinic,-121.87159,37.35082,-13566681.89,4488119.339
GILROY NEIGHBORHOOD CLINIC AT SO. VALLEY JR H.S.,Gilroy,95020,85,Santa Clara,Clinic,Community Clinic,-121.56588,37.01513,-13532650.42,4441215.23
GILROY NEIGHBORHOOD CLINIC AT SOUTH VALLEY JR H.S.,Gilroy,95020,85,Santa Clara,Clinic,Community Clinic,-121.56623,37.01637,-13532689.38,4441388.105
HEALTH MOBILE,Santa Clara,95050,85,Santa Clara,Clinic,Community Clinic,-121.95948,37.35435,-13576465.76,4488613.678
MAYVIEW COMMUNITY HEALTH CENTER-CNC,Sunnyvale,94085,85,Santa Clara,Clinic,Community Clinic,-122.0185372,37.39417063,-13583039.97,4494191.736
REALOPTIONS,Mountain View,94040,85,Santa Clara,Clinic,Community Clinic,-122.084857,37.386326,-13590422.66,4493092.63
GARDNER SOUTH COUNTY HEALTH CENTER,Gilroy,95020,85,Santa Clara,Clinic,Community Clinic,-121.56939,37.00843,-13533041.15,4440281.191
"SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC, INC.",San Jose,95116,85,Santa Clara,Clinic,Community Clinic,-121.841448,37.34937,-13563326.5,4487916.289
ON LOK SENIOR HEALTH SERVICES SAN JOSE CENTER,San Jose,95126,85,Santa Clara,Clinic,Community Clinic,-121.905872,37.333744,-13570498.14,4485728.36
NORTH EAST MEDICAL SERVICES,San Jose,95131,85,Santa Clara,Clinic,Community Clinic,-121.88692,37.3882,-13568388.42,4493355.183
"SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC, INC.",San Jose,95127,85,Santa Clara,Clinic,Community Clinic,-121.822635,37.353636,-13561232.25,4488513.687
HEALTHCARE FOR THE HOMELESS MOBILE MEDICAL UNIT,San Jose,95112,85,Santa Clara,Clinic,Community Clinic,-121.8777749,37.32610496,-13567370.39,4484658.918
TZU CHI MOBILE CLINIC,Milpitas,95035,85,Santa Clara,Clinic,Free Clinic,-121.8858405,37.4321416,-13568268.25,4499513.453
PLANNED PARENTHOOD - GILROY,Gilroy,95020,85,Santa Clara,Clinic,Community Clinic,-121.55535,37.00458,-13531478.22,4439744.505
INDIAN HEALTH CENTER OF SANTA CLARA VALLEY,San Jose,95121,85,Santa Clara,Clinic,Community Clinic,-121.81192,37.30612,-13560039.46,4481861.599
"PENINSULA HEALTHCARE CONNECTION, INC",Palo Alto,94301,85,Santa Clara,Clinic,Community Clinic,-122.16094,37.4391,-13598892.18,4500488.984
REALOPTIONS,San Jose,95127,85,Santa Clara,Clinic,Community Clinic,-121.8283379,37.3662033,-13561867.09,4490273.773
INDIAN HEALTH CENTER OF SANTA CLARA VALLEY,San Jose,95128,85,Santa Clara,Clinic,Community Clinic,-121.9399,37.32612,-13574286.12,4484661.024
GARDNER DOWNTOWN HEALTH CENTER,San Jose,95112,85,Santa Clara,Clinic,Community Clinic,-121.8753544,37.3434594,-13567100.94,4487088.642
GARDNER PACKARD CHILDREN'S HEALTH CENTER,Palo Alto,94304,85,Santa Clara,Clinic,Community Clinic,-122.1745588,37.4373037,-13600408.22,4500237.144
MT. PLEASANT HEALTH CENTER,San Jose,95127,85,Santa Clara,Clinic,Community Clinic,-121.8102056,37.3463728,-13559848.61,4487496.59
PALLIATIVE CARE CENTER - SILICON VALLEY,San Jose,95128,85,Santa Clara,Clinic,Community Clinic,-121.9401501,37.3266526,-13574313.96,4484735.583
MONTPELIER HEALTH CENTER,San Jose,95116,85,Santa Clara,Clinic,Community Clinic,-121.8472841,37.3650801,-13563976.17,4490116.454
FOOTHILL FAMILY CLINIC,San Jose,95127,85,Santa Clara,Clinic,Community Clinic,-121.819584,37.3569296,-13560892.61,4488974.936
MAYVIEW COMMUNITY HEALTH CENTER - MV,Mountain View,94040,85,Santa Clara,Clinic,Community Clinic,-122.0889809,37.387276,-13590881.73,4493225.728
NORTH EAST MEDICAL SERVICES - 1870 LUNDY,San Jose,95131,85,Santa Clara,Clinic,Community Clinic,-121.89025,37.3926,-13568759.11,4493971.665
JOHN XXIII HEALTH CLINIC,San Jose,95112,85,Santa Clara,Clinic,Community Clinic,-121.88526,37.3362,-13568203.63,4486072.215
SILICON VALLEY PRIMARY CARE,Mountain View,94040,85,Santa Clara,Clinic,Community Clinic,-122.07783,37.36638,-13589640.42,4490298.525
REALOPTIONS,Mountain View,94040,85,Santa Clara,Clinic,Community Clinic,-122.1108,37.40599,-13593310.62,4495847.96
REALOPTIONS,San Jose,95126,85,Santa Clara,Clinic,Community Clinic,-121.91854,37.33694,-13571908.34,4486175.822
LA PALA DENTAL CLINIC,San Jose,95127,85,Santa Clara,Clinic,Community Clinic,-121.82843,37.37734,-13561877.34,4491833.745
INDIAN HEALTH CENTER OF SANTA CLARA VALLEY,San Jose,95128,85,Santa Clara,Clinic,Community Clinic,-121.93437,37.32712,-13573670.53,4484801.014
HEALTH MOBILE,Santa Clara,95050,85,Santa Clara,Clinic,Community Clinic,-121.95948,37.35435,-13576465.76,4488613.678
SANTA CRUZ WOMEN'S HEALTH CENTER,Santa Cruz,95060,87,Santa Cruz,Clinic,Community Clinic,-122.02877,36.97489,-13584179.09,4435606.666
SALUD PARA LA GENTE CLINIC,Watsonville,95076,87,Santa Cruz,Clinic,Community Clinic,-121.75402,36.91232,-13553594.07,4426891.672
"VISTA CENTER FOR THE BLIND AND VISUALLY IMPAIRED, SANTA CRUZ",Santa Cruz,95060,87,Santa Cruz,Clinic,Community Clinic,-122.02735,36.96883,-13584021.02,4434762.292
PLANNED PARENTHOOD - WESTSIDE,Santa Cruz,95060,87,Santa Cruz,Clinic,Community Clinic,-122.0256006,36.97186903,-13583826.27,4435185.729
PLANNED PARENTHOOD - WATSONVILLE,Watsonville,95076,87,Santa Cruz,Clinic,Community Clinic,-121.778186,36.930209,-13556284.21,4429382.591
DIENTES COMMUNITY DENTAL CARE,Santa Cruz,95065,87,Santa Cruz,Clinic,Community Clinic,-121.98018,36.98826,-13578770.08,4437469.819
PREGNANCY RESOURCE CENTER,Santa Cruz,95065,87,Santa Cruz,Clinic,Community Clinic,-121.98357,36.98841,-13579147.45,4437490.724
CLINICA DEL VALLE DEL PAJARO,Watsonville,95076,87,Santa Cruz,Clinic,Community Clinic,-121.759878,36.918457,-13554246.17,4427746.141
DIENTES! CHILDRENS'S DENTAL CLINIC,Watsonville,95076,87,Santa Cruz,Clinic,Community Clinic,-121.76859,36.92136,-13555215.99,4428150.356
BEACH FLATS HEALTH CENTER,Santa Cruz,95060,87,Santa Cruz,Clinic,Community Clinic,-122.0182332,36.96637721,-13583006.14,4434420.551
CLINICA DEL VALLE DEL PAJARO,Watsonville,95076,87,Santa Cruz,Clinic,Community Clinic,-121.79253,36.92827,-13557880.98,4429112.57
PLANNED PARENTHOOD - WATSONVILLE,Watsonville,95076,87,Santa Cruz,Clinic,Community Clinic,-121.77698,36.93052,-13556149.96,4429425.901
EAST CLIFF FAMILY HEALTH CENTER,Santa Cruz,95062,87,Santa Cruz,Clinic,Community Clinic,-121.99067,36.96348,-13579937.82,4434016.903
CARENET PREGNANCY CENTER OF TRI COUNTIES,Redding,96001,89,Shasta,Clinic,Free Clinic,-122.3770294,40.5740528,-13622947.09,4949715.349
FEMINIST WOMENS HEALTH CENTER,Redding,96002,89,Shasta,Clinic,Community Clinic,-122.33865,40.57851,-13618674.72,4950368.602
HILL COUNTRY COMMUNITY CLINIC,Round Mountain,96084,89,Shasta,Clinic,Community Clinic,-121.94712,40.78966,-13575089.8,4981365.118
SHINGLETOWN MEDICAL CENTER,Shingletown,96088,89,Shasta,Clinic,Community Clinic,-121.88582,40.49141,-13568265.92,4937610.957
SHASTA COMMUNITY HEALTH CENTER,Redding,96001,89,Shasta,Clinic,Community Clinic,-122.38601,40.58333,-13623946.81,4951075.079
"PIT RIVER HEALTH SERVICE, INC.",Burney,96013,89,Shasta,Clinic,Community Clinic,-121.67342,40.87653,-13544621.66,4994146.11
SHASTA COMMUNITY HEALTH DENTAL CLINIC,Redding,96089,89,Shasta,Clinic,Community Clinic,-122.41118,40.58578,-13626748.72,4951434.199
ANDERSON FAMILY HEALTH CENTER,Anderson,96007,89,Shasta,Clinic,Community Clinic,-122.29957,40.44707,-13614324.36,4931122.79
HAPPY VALLEY FAMILY HEALTH CENTER,Anderson,96007,89,Shasta,Clinic,Community Clinic,-122.45455,40.47415,-13631576.65,4935084.838
SHASTA LAKE CITY FAMILY HEALTH CENTER,Shasta Lake,96019,89,Shasta,Clinic,Community Clinic,-122.37041,40.6811,-13622210.22,4965416.405
CARENET PREGNANCY CENTER OF TRI COUNTIES,Redding,96003,89,Shasta,Clinic,Free Clinic,-122.39589,40.61835,-13625046.64,4956209.551
FALL RIVER VALLEY HEALTH CENTER,Fall River Mills,96028,89,Shasta,Clinic,Community Clinic,-121.42442,41.02423,-13516903.11,5015915.454
BURNEY HEALTH CENTER,Burney,96013,89,Shasta,Clinic,Community Clinic,-121.6525132,40.88934654,-13542294.32,4996033.198
CASCADE HEALTH CENTER,Burney,96013,89,Shasta,Clinic,Community Clinic,-121.65474,40.88991,-13542542.21,4996116.17
PLANNED PARENTHOOD SHASTA - DIABLO,Redding,96002,89,Shasta,Clinic,Community Clinic,-122.36262,40.56451,-13621343.05,4948316.887
SHASTA COMMUNITY HEALTH DENTAL CLINIC,Redding,96001,89,Shasta,Clinic,Community Clinic,-122.391573,40.58601,-13624566.08,4951467.913
BURNEY HEALTH CENTER,Burney,96013,89,Shasta,Clinic,Community Clinic,-121.6525744,40.8878404,-13542301.14,4995811.418
SHASTA COMMUNITY HEALTH CENTER - MOBILE UNIT 1,Redding,96001,89,Shasta,Clinic,Community Clinic,-122.3853773,40.58297581,-13623876.37,4951023.163
SHASTA COMMUNITY HEALTH CENTER HOPE VAN 2 - OUTREACH FOR PEO,Redding,96001,89,Shasta,Clinic,Community Clinic,-122.3853773,40.58297581,-13623876.37,4951023.163
